,Model,Team Name,forecast_date,target,target_end_date,location_name,State,fips,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
6011,Karlen-pypm,Karlen Working Group,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,571731.0,294072.4,508933.5,758110.5,1078134.8
6012,Karlen-pypm,Karlen Working Group,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,702157.0,283974.1,626868.5,993238.2,1497474.5
6013,LANL-GrowthRate,Los Alamos National Labs,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,300409.5,214104.175,269206.75,334977.5,410700.725
6014,LANL-GrowthRate,Los Alamos National Labs,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,290936.5,186879.9,250861.0,335949.75,430027.45
6015,LANL-GrowthRate,Los Alamos National Labs,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,294435.0,175163.325,247790.75,348755.25,470724.4
6016,LANL-GrowthRate,Los Alamos National Labs,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,302698.0,162461.375,244452.25,373366.75,547311.9749999989
6017,LNQ-ens1,LockNQuay,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,380824.430301148,234598.74184419398,356968.603188464,409677.459919705,568020.278835991
6018,LNQ-ens1,LockNQuay,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,403863.631931379,205465.931666735,355092.232585473,452476.657060918,664296.6022134271
6019,LNQ-ens1,LockNQuay,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,422989.881773995,195147.01034076695,348878.985855398,491655.127934273,750769.459241844
6020,LNQ-ens1,LockNQuay,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,427798.900609984,173985.709107041,329707.203987979,536461.71220582,855129.7646267529
6021,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,233765.05799939,105246.71692551301,189537.559713559,277992.55628522,362283.399073267
6022,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,188313.05408283,84783.118854684,152684.90953494198,223941.19863071895,291842.989310977
6023,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,150993.680902033,67981.02901879759,122426.225952101,179561.135851965,234006.332785268
6024,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,120230.32893535699,54130.6194502081,97483.1882274966,142977.469643218,186330.03842050605
6025,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,375139.3371898169,189439.99935656198,288452.810691151,492010.900231847,760278.62840545
6026,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,407855.425492311,171757.488614702,292585.91400382604,559621.29514813,971800.791833664
6027,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,443701.250704535,152115.16198424,306597.304854729,672626.5580141239,1335780.7428737
6028,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,503445.161775146,139380.98901412,319106.824458646,809401.586704736,1819547.80425423
6029,Microsoft-DeepSTIA,Microsoft,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,383935.835508485,357096.85171692,374208.33575787797,392223.300185825,417358.870418439
6030,Microsoft-DeepSTIA,Microsoft,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,363782.276200591,295225.35313765303,333672.581694329,388914.8931246409,440924.095874344
6031,Microsoft-DeepSTIA,Microsoft,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,327003.672089895,202928.92061910802,273608.15270583,365061.81930049,500757.14009766
6032,Microsoft-DeepSTIA,Microsoft,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,374011.0431126721,157945.780964801,274297.83102027304,441533.09136493294,749453.317630852
6033,OliverWyman-Navigator,Oliver Wyman,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,318637.0,0.0,0.0,0.0,0.0
6034,OliverWyman-Navigator,Oliver Wyman,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,287458.0,0.0,0.0,0.0,0.0
6035,OliverWyman-Navigator,Oliver Wyman,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,243383.0,0.0,0.0,0.0,0.0
6036,QJHong-Encounter,QJHong,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,342382.5,308263.4,331123.197,377290.89,448165.5
6037,QJHong-Encounter,QJHong,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,323731.2,285167.0,311005.014,386113.74,512769.2
6038,QJHong-Encounter,QJHong,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,308189.4,266175.5,294324.813,414634.2,630749.4
6039,QJHong-Encounter,QJHong,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,293222.3,249161.8,278682.335,461380.4,802792.3
6040,RobertWalraven-ESG,Robert Walraven,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,347524.89,260420.37,317568.51,377481.27,434629.41
6041,RobertWalraven-ESG,Robert Walraven,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,327864.2,218983.55,290418.72,365309.67,436744.84
6042,RobertWalraven-ESG,Robert Walraven,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,309312.92,178656.15,264378.35,354247.5,439969.7
6043,RobertWalraven-ESG,Robert Walraven,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,291744.88,139311.97,239321.21,344168.54,444177.78
6044,SigSci-TS,Signature Science FOCUS,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,388015.0,195757.0,321853.0,454178.0,580273.0
6045,SigSci-TS,Signature Science FOCUS,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,389728.0,39670.0,269261.0,510195.0,739786.0
6046,SigSci-TS,Signature Science FOCUS,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,390621.0,0.0,221520.0,559722.0,882002.0
6047,SigSci-TS,Signature Science FOCUS,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,391087.0,0.0,178969.0,603205.0,1007470.0
6048,TTU-squider,Hussain Lab at Texas Tech University,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,155811.58,0.0,0.0,0.0,0.0
6049,TTU-squider,Hussain Lab at Texas Tech University,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,120340.017,0.0,0.0,0.0,0.0
6050,TTU-squider,Hussain Lab at Texas Tech University,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,93358.833,0.0,0.0,0.0,0.0
6051,TTU-squider,Hussain Lab at Texas Tech University,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,72908.542,0.0,0.0,0.0,0.0
6052,UCF-AEM,University of Central Florida,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,344344.0,339205.0,342323.0,345244.0,350670.0
6053,UCF-AEM,University of Central Florida,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,314066.0,304824.0,310473.0,315966.0,324324.0
6054,UCF-AEM,University of Central Florida,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,287611.0,273166.0,282564.0,292581.0,300766.0
6055,UCF-AEM,University of Central Florida,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,263944.0,246297.0,258481.0,269551.0,280263.0
6056,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,372516.81659979705,347446.927545454,363310.830097329,397566.564101301,452770.38390884
6057,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,349261.789458513,279915.597055177,316174.92139539897,413259.237308428,545194.7713574889
6058,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,322014.384378955,235046.87700027198,276199.26009097,404203.753305998,553854.051468624
6059,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,287800.34174557397,198341.444300015,240287.175283764,375192.40020663297,531287.155695221
6060,UChicagoCHATTOPADHYAY-UnIT,"University of Chicago, Chattopadhyay Lab",2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,366576.74,365525.58,366186.05,366894.59,367749.04
6061,UChicagoCHATTOPADHYAY-UnIT,"University of Chicago, Chattopadhyay Lab",2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,367058.33,365525.37,366394.12,367672.35,368743.82
6062,UMich-RidgeTfReg,The University of Michigan,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,467822.29832346,379888.226537086,429918.389417514,515240.429557953,625740.3008549729
6063,UMich-RidgeTfReg,The University of Michigan,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,534004.980188865,399750.758501574,490334.931555253,596979.112390187,673937.955750279
6064,UMich-RidgeTfReg,The University of Michigan,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,588522.623636056,424794.55476618896,523548.188687995,637532.006376378,828327.991820026
6065,UMich-RidgeTfReg,The University of Michigan,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,633387.22348037,443912.78277794295,584088.001690071,738469.849752095,872397.070724089
6066,USC-SI_kJalpha,University of Southern California,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,368102.0,290313.7605,314978.3993,428856.1452,463355.7837
6067,USC-SI_kJalpha,University of Southern California,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,364345.0,280422.6183,306472.4209,432803.0915,472852.3594
6068,USC-SI_kJalpha,University of Southern California,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,361594.0,271814.8426,298750.1916,438391.7116,484614.9674
6069,USC-SI_kJalpha,University of Southern California,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,364087.0,262180.5712,291719.2307,457672.7989,517051.9972
6070,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,357002.650357235,19562.1367566132,240877.98198587602,473127.31872859295,694443.163957856
6071,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,335579.239932474,0.0,212784.84887703895,458373.630987909,692400.946863103
6072,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,295025.496313849,0.0,164042.082515911,426008.91011178703,675643.250017939
6073,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,275020.809958572,0.0,156108.459799773,393933.16011737,620561.9001834521
6074,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-03-22,1 wk ahead inc case,2021-03-29,National,National,US,293245.88,250572.31,282027.28,298805.75,303736.59
6075,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-03-22,2 wk ahead inc case,2021-04-05,National,National,US,256407.02,204165.19,235995.72,258890.34,269557.94
6076,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-03-22,3 wk ahead inc case,2021-04-12,National,National,US,233498.95,176714.34,218391.94,234356.27,247684.56
6077,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-03-22,4 wk ahead inc case,2021-04-19,National,National,US,218840.66,177970.72,203944.28,223489.58,252962.09
6078,BPagano-RtDriven,BPagano,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,493030.2836,299044.13571,424793.42033,558274.66504,684023.94966
6079,BPagano-RtDriven,BPagano,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,560488.75811,299397.90605,468647.04174,648302.8176600001,817551.95334
6080,BPagano-RtDriven,BPagano,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,622852.01561,283738.92427,503565.07734,736907.7052600002,956733.85833
6081,BPagano-RtDriven,BPagano,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,666079.21087,256037.43048,521842.28875,803990.71957,1069795.57784
6082,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,463164.333,384753.364,439094.524,499944.555,543888.225
6083,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,467123.194,380295.404,429854.698,506671.083,575631.5920000001
6084,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,464284.035,365637.558,420927.934,515903.506,597630.611
6085,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,472442.339,320292.254,421558.015,522713.024,608511.059
6086,COVIDhub-baseline,COVID-19 Forecast Hub,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,468793.0,392337.875,451192.25,486393.75,545248.125
6087,COVIDhub-baseline,COVID-19 Forecast Hub,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,468793.0,361153.095115201,434471.209349593,503228.49831998296,576026.563436384
6088,COVIDhub-baseline,COVID-19 Forecast Hub,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,468793.0,332722.439937899,422558.49061740603,514793.513875139,603868.307343323
6089,COVIDhub-baseline,COVID-19 Forecast Hub,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,468793.0,314674.46181561804,415814.37405124,522257.064463145,623670.247807728
6090,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,472736.0,388545.0,456985.0,495651.0,544569.0
6091,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,508185.0,363350.0,447714.0,551095.0,599213.0
6092,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,521623.0,335607.0,465934.0,580017.0,649878.0
6093,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,530635.0,313441.0,455047.0,609263.0,714971.0
6094,CU-nochange,Columbia University,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,470931.0,363516.0,428610.0,518242.0,623572.0
6095,CU-nochange,Columbia University,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,536625.0,325992.0,448163.0,642961.0,944824.0
6096,CU-nochange,Columbia University,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,622061.0,296740.0,476773.0,811739.0,1467846.0
6097,CU-nochange,Columbia University,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,729861.0,283771.0,519564.0,1023549.0,2224266.0
6098,CU-scenario_high,Columbia University,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,472224.0,363220.0,428432.0,519069.0,637442.0
6099,CU-scenario_high,Columbia University,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,558939.0,330420.0,464274.0,671316.0,999191.0
6100,CU-scenario_high,Columbia University,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,688333.0,315489.0,525770.0,895738.0,1604807.0
6101,CU-scenario_high,Columbia University,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,769504.0,312406.0,564570.0,1036332.0,1996970.0
6102,CU-scenario_low,Columbia University,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,467274.0,363463.0,424780.0,512296.0,621780.0
6103,CU-scenario_low,Columbia University,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,498939.0,314464.0,423674.0,592682.0,849945.0
6104,CU-scenario_low,Columbia University,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,499159.0,254601.0,395059.0,641017.0,1093376.0
6105,CU-scenario_low,Columbia University,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,464006.0,195936.0,347002.0,638539.0,1274215.0
6106,CU-scenario_mid,Columbia University,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,471318.0,362128.0,428643.0,519502.0,640845.0
6107,CU-scenario_mid,Columbia University,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,545160.0,332634.0,459291.0,647744.0,940267.0
6108,CU-scenario_mid,Columbia University,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,591938.0,317791.0,477808.0,727610.0,1141502.0
6109,CU-scenario_mid,Columbia University,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,605424.0,312209.0,482922.0,752691.0,1209527.0
6110,CU-select,Columbia University,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,471318.0,362128.0,428643.0,519502.0,640845.0
6111,CU-select,Columbia University,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,545160.0,332634.0,459291.0,647744.0,940267.0
6112,CU-select,Columbia University,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,591938.0,317791.0,477808.0,727610.0,1141502.0
6113,CU-select,Columbia University,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,605424.0,312209.0,482922.0,752691.0,1209527.0
6114,Columbia_UNC-SurvCon,Columbia_UNC,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,479619.0,444763.0,466358.0,491357.0,518024.0
6115,Columbia_UNC-SurvCon,Columbia_UNC,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,544867.0,496689.0,524987.0,560612.0,600424.0
6116,Columbia_UNC-SurvCon,Columbia_UNC,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,619260.0,553041.0,591593.0,641299.0,696500.0
6117,Columbia_UNC-SurvCon,Columbia_UNC,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,703797.0,616172.0,667099.0,733793.0,807941.0
6118,Covid19Sim-Simulator,COVID-19 Simulator,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,473008.514038848,457619.674284613,467840.82062965,473326.49900500104,475595.280874995
6119,Covid19Sim-Simulator,COVID-19 Simulator,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,552472.387112537,511198.242424061,541298.240623625,552976.878194025,564880.43128894
6120,Covid19Sim-Simulator,COVID-19 Simulator,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,641191.457144266,564018.979822032,618590.3166123079,641453.52601311,667770.762934506
6121,Covid19Sim-Simulator,COVID-19 Simulator,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,735824.9482972879,619568.7516097929,700852.825768018,736558.401548319,776059.6344091591
6122,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,281593.0,75124.4767884084,210540.213447383,352645.78655261704,488061.5232115921
6123,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,278857.0,0.0,178373.18561288898,379340.814387111,570847.585728977
6124,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,275821.0,0.0,152753.963671521,398888.036328479,633434.972366191
6125,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,272859.0,0.0,130753.42689476699,414964.57310523296,685796.0464231829
6126,DDS-NBDS,Discrete Dynamical Systems,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,534163.5882,433725.0,484641.0,569219.0,703121.0
6127,DDS-NBDS,Discrete Dynamical Systems,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,663142.8394,413951.0,519667.0,753403.0,1177770.0
6128,DDS-NBDS,Discrete Dynamical Systems,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,768268.6172,333939.0,479204.0,903054.0,1956658.0
6129,DDS-NBDS,Discrete Dynamical Systems,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,963488.0846,272005.0,440890.0,1064830.0,3569534.0
6130,Geneva-DetGrowth,Swiss Data Science Center / University of Geneva,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,501716.523101805,0.0,0.0,0.0,0.0
6131,IBF-TimeSeries,Institute of Business Forecasting,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,664442.0,0.0,0.0,0.0,0.0
6132,IBF-TimeSeries,Institute of Business Forecasting,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,494207.0,0.0,0.0,0.0,0.0
6133,IBF-TimeSeries,Institute of Business Forecasting,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,494713.0,0.0,0.0,0.0,0.0
6134,IBF-TimeSeries,Institute of Business Forecasting,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,494013.0,0.0,0.0,0.0,0.0
6135,IQVIA_ACOE-STAN,IQVIA ACOE,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,472940.0,0.0,0.0,0.0,0.0
6136,IQVIA_ACOE-STAN,IQVIA ACOE,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,473511.0,0.0,0.0,0.0,0.0
6137,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,472464.0,453872.0,464184.0,482766.0,508036.0
6138,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,453029.0,421009.0,436138.0,470637.0,500387.0
6139,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,438054.0,397896.0,416130.0,461445.0,495029.0
6140,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,425714.0,380889.0,400784.0,453264.0,490384.0
6141,JCB-PRM,John Burant (JCB),2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,467395.07676032797,0.0,0.0,0.0,0.0
6142,JCB-PRM,John Burant (JCB),2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,500360.196419792,0.0,0.0,0.0,0.0
6143,JCB-PRM,John Burant (JCB),2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,542865.383666772,0.0,0.0,0.0,0.0
6144,JCB-PRM,John Burant (JCB),2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,594804.406646145,0.0,0.0,0.0,0.0
6145,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,436909.41051181796,366303.31917129,413302.2132461671,459488.261893532,500748.658212936
6146,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,472011.13350655,365547.777177953,434636.276396226,506239.483169825,575282.146645958
6147,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,506967.11473727704,361643.19123648,454060.4720179421,555537.241067701,658578.809451101
6148,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,535918.966438613,354091.988144587,469031.86940612795,600785.44349962,744145.164808879
6149,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,438160.0,256780.490753139,363932.73717050796,500722.95679344,679810.151773886
6150,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,483475.0,257811.82904692,370572.4151384,549212.7796115989,958666.838890049
6151,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,526971.0,286655.942162951,407426.807500336,604496.221641307,1006015.42798569
6152,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,567708.0,307644.35992446897,441062.205426871,645569.426350527,1085960.51765424
6153,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,267934.226666667,201328.475,242625.5,289599.0,347993.825
6154,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,289892.29,214197.25,262548.75,316162.5,390952.375
6155,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,320674.803333333,228894.225,283180.0,352979.75,441053.425
6156,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,353440.303333333,247869.075,308396.25,389197.0,498524.025
6157,Karlen-pypm,Karlen Working Group,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,537728.6,480736.4,528034.3,562796.4,608032.5
6158,Karlen-pypm,Karlen Working Group,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,633194.9,569839.9,621964.6,668805.4,727741.5
6159,Karlen-pypm,Karlen Working Group,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,747701.1,655939.4,742060.0,809040.0,900009.4
6160,Karlen-pypm,Karlen Working Group,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,883917.0,767463.5,881075.1,959449.1,1085500.3
6161,LANL-GrowthRate,Los Alamos National Labs,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,411044.1130068021,259833.345110886,358243.7879031,444294.88895726297,539225.362483329
6162,LANL-GrowthRate,Los Alamos National Labs,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,338274.398328838,144708.534287833,258688.95565351695,425570.5686119661,603846.7342668021
6163,LANL-GrowthRate,Los Alamos National Labs,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,280201.150233661,92346.2473853076,195612.545815853,383081.213902589,626795.152428376
6164,LANL-GrowthRate,Los Alamos National Labs,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,225839.546458375,59585.7602389741,148275.201273734,331988.691345518,621197.248569726
6165,LNQ-ens1,LockNQuay,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,553453.4449476639,347494.768103424,526670.340850627,587092.454432938,731386.874034172
6166,LNQ-ens1,LockNQuay,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,609680.5820796121,322000.657871639,556943.158192293,661825.087225427,885066.383151126
6167,LNQ-ens1,LockNQuay,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,646895.256129235,337275.25213382,577506.966218295,717010.455294085,1012375.11707405
6168,LNQ-ens1,LockNQuay,2020-10-26,4 wk ahead inc case,2020-11-23,National,National,US,652711.7563979389,291481.719411505,562918.795516736,761512.444089679,1136389.63010667
6169,OliverWyman-Navigator,Oliver Wyman,2020-10-26,1 wk ahead inc case,2020-11-02,National,National,US,510422.0,0.0,0.0,0.0,0.0
6170,OliverWyman-Navigator,Oliver Wyman,2020-10-26,2 wk ahead inc case,2020-11-09,National,National,US,590429.0,0.0,0.0,0.0,0.0
6171,OliverWyman-Navigator,Oliver Wyman,2020-10-26,3 wk ahead inc case,2020-11-16,National,National,US,663444.0,0.0,0.0,0.0,0.0
