,Model,Team Name,forecast_date,target,target_end_date,location_name,State,fips,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
0,BPagano-RtDriven,BPagano,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,451197.6,297212.06779,397031.41431,502988.36397,602807.71049
1,BPagano-RtDriven,BPagano,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,451867.7,263272.99555,385527.33909,515298.7489,637553.0924399999
2,BPagano-RtDriven,BPagano,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,433483.0,215924.38258,356954.24889,506655.63409,647685.5004
3,BPagano-RtDriven,BPagano,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,392930.0,158320.47303,310403.39494,471837.45619,623920.37809
4,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,417406.546,327214.317,394817.985,445941.224,495915.777
5,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,416920.37,307839.659,377165.711,461782.792,525067.822
6,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,421300.872,313666.696,385602.856,468113.491,550267.317
7,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,427723.1,264481.352,379997.819,461737.244,600778.946
8,COVIDhub-baseline,COVID-19 Forecast Hub,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,417100.0,190411.775,377454.5,456745.5,643788.225
9,COVIDhub-baseline,COVID-19 Forecast Hub,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,417100.0,131969.185459855,344040.840250903,489834.595135951,701271.604010539
10,COVIDhub-baseline,COVID-19 Forecast Hub,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,417100.0,69291.7212919631,312489.956089561,521055.67009920103,761410.125147751
11,COVIDhub-baseline,COVID-19 Forecast Hub,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,417100.0,13883.564678646799,288724.110286103,542637.631438814,814561.8304628041
12,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,405742.0,297212.0,367271.0,442670.0,542341.0
13,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,374509.0,249330.0,329812.0,428915.0,545496.0
14,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,360206.0,215924.0,308494.0,415864.0,550268.0
15,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,340205.0,158320.0,287641.0,396998.0,600779.0
16,CU-nochange,Columbia University,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,355388.0,272637.5,328382.0,388272.5,459575.0
17,CU-nochange,Columbia University,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,295746.0,194179.5,257949.0,342342.0,469596.0
18,CU-nochange,Columbia University,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,249707.0,131912.0,203361.5,312995.0,505569.5
19,CU-nochange,Columbia University,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,214890.0,87352.5,161601.0,289189.5,543693.0
20,CU-scenario_high,Columbia University,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,355516.0,269563.0,326567.5,391916.5,469627.0
21,CU-scenario_high,Columbia University,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,301063.0,191393.5,261580.0,355175.5,510376.0
22,CU-scenario_high,Columbia University,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,269548.0,132230.5,216988.0,346594.0,594871.0
23,CU-scenario_high,Columbia University,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,258425.0,87968.0,189957.5,357672.5,710936.0
24,CU-scenario_low,Columbia University,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,355463.0,275900.0,326670.5,387572.0,452267.0
25,CU-scenario_low,Columbia University,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,291747.0,195549.0,254131.5,333892.5,447447.0
26,CU-scenario_low,Columbia University,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,236461.0,128005.0,194132.5,286040.5,459175.0
27,CU-scenario_low,Columbia University,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,189150.0,81600.0,144700.5,241579.5,443848.5
28,CU-scenario_mid,Columbia University,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,357763.0,274189.0,326629.0,389645.5,461465.5
29,CU-scenario_mid,Columbia University,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,306221.0,201830.0,264945.5,351770.0,469863.5
30,CU-scenario_mid,Columbia University,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,277079.0,163685.0,231747.5,330804.5,473751.5
31,CU-scenario_mid,Columbia University,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,252872.0,144296.0,210150.5,304913.0,444899.0
32,CU-select,Columbia University,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,357763.0,274189.0,326629.0,389645.5,461465.5
33,CU-select,Columbia University,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,306221.0,201830.0,264945.5,351770.0,469863.5
34,CU-select,Columbia University,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,277079.0,163685.0,231747.5,330804.5,473751.5
35,CU-select,Columbia University,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,252872.0,144296.0,210150.5,304913.0,444899.0
36,Columbia_UNC-SurvCon,Columbia_UNC,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,417552.0,91508.0,305349.0,529755.0,743596.0
37,Columbia_UNC-SurvCon,Columbia_UNC,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,408650.0,0.0,229875.0,587425.0,928142.0
38,Columbia_UNC-SurvCon,Columbia_UNC,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,416696.0,0.0,150593.0,682799.0,1189950.0
39,Columbia_UNC-SurvCon,Columbia_UNC,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,441559.0,0.0,56816.0,826303.0,1559565.0
40,Covid19Sim-Simulator,COVID-19 Simulator,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,397656.714174153,301995.753627796,366912.85835384,410603.84534475,441961.76852829795
41,Covid19Sim-Simulator,COVID-19 Simulator,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,320788.610779803,159611.668250477,261268.17511693801,350550.98999981896,429588.44601167797
42,Covid19Sim-Simulator,COVID-19 Simulator,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,251428.807966366,85685.6304104921,183221.51498458398,289217.783095508,405853.9736469029
43,Covid19Sim-Simulator,COVID-19 Simulator,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,192212.22809886895,44723.157767346514,125624.123702705,230597.33478245305,371281.966698449
44,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,338593.0,238442.87419985372,304127.9619350792,373058.0380649208,438743.1258001463
45,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,264125.0,122491.33382006158,215384.07574088406,312865.92425911594,405758.6661799384
46,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,194833.0,21367.89372973205,135137.80298676185,254528.1970132381,368298.1062702679
47,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,137778.0,0.0,68847.92387015843,206708.0761298416,338078.25160029245
48,FDANIHASU-Sweight,FDANIHASU,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,388586.7160837617,264049.5764955637,344834.24362656195,437091.1132503653,551483.3216851105
49,FDANIHASU-Sweight,FDANIHASU,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,352457.73341513384,203878.3127798616,296029.04359961965,415946.3149794631,573101.2500302871
50,FDANIHASU-Sweight,FDANIHASU,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,335728.633579515,164382.52829842328,262029.88466628589,418454.8154210674,631919.7650270966
51,FDANIHASU-Sweight,FDANIHASU,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,316386.4866543213,142486.41408793133,240801.2419169079,400816.2686843302,651861.2889039186
52,FRBSF_Wilson-Econometric,Federal Reserve Bank of San Francisco/Wilson,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,406354.38,250012.44,354368.09,465350.28,648192.31
53,FRBSF_Wilson-Econometric,Federal Reserve Bank of San Francisco/Wilson,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,349554.5,184885.84,284847.88,425520.0,657671.94
54,FRBSF_Wilson-Econometric,Federal Reserve Bank of San Francisco/Wilson,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,305743.78,141300.16,234649.81,395752.03,659906.69
55,FRBSF_Wilson-Econometric,Federal Reserve Bank of San Francisco/Wilson,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,265911.31,109595.78,192065.77,365207.81,656443.75
56,Geneva-DetGrowth,Swiss Data Science Center / University of Geneva,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,360582.59937742,0.0,0.0,0.0,0.0
57,IBF-TimeSeries,Institute of Business Forecasting,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,349870.0,0.0,0.0,0.0,0.0
58,IBF-TimeSeries,Institute of Business Forecasting,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,408698.0,0.0,0.0,0.0,0.0
59,IBF-TimeSeries,Institute of Business Forecasting,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,409449.0,0.0,0.0,0.0,0.0
60,IBF-TimeSeries,Institute of Business Forecasting,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,410148.0,0.0,0.0,0.0,0.0
61,IEM_MED-CovidProject,IEM MED,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,394537.65623798623,308007.40426682984,360872.6176174389,432117.8696385794,504416.7729638655
62,IEM_MED-CovidProject,IEM MED,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,374508.93627799937,263391.2908427242,329812.6237750391,429814.1249999959,545495.0088676617
63,IEM_MED-CovidProject,IEM MED,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,368198.6249966456,223629.0217305716,308494.1870615126,445733.74162047287,636803.2499999992
64,IEM_MED-CovidProject,IEM MED,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,370708.62313697033,183089.0000000002,287641.9681024541,484238.0234160564,796579.1617345078
65,IUPUI-HkPrMobiDyR,IUPUI CIS,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,399795.7,396643.4,398794.0,400829.0,402838.925
66,IUPUI-HkPrMobiDyR,IUPUI CIS,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,275726.59,266207.35,271747.75,278882.5,287359.3
67,IUPUI-HkPrMobiDyR,IUPUI CIS,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,493313.6,486453.325,491043.25,495436.25,501177.925
68,IUPUI-HkPrMobiDyR,IUPUI CIS,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,577450.91,569249.95,574640.25,580604.75,587019.675
69,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,416630.0,386428.0,402430.0,433346.0,480111.0
70,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,384182.0,328532.0,356145.0,418856.0,458304.0
71,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,360206.0,288596.0,321124.0,406836.0,451700.0
72,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,340205.0,260483.0,294936.0,396998.0,455041.0
73,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,374348.988,246033.588,319323.463,442669.286,589121.314
74,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,336923.098,199387.289,277230.37100000004,409702.157,576166.7339999999
75,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,292235.962,153567.96499999994,230826.607,368493.208,546159.19
76,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,243530.555,113156.756,183989.17100000003,317890.631,497751.831
77,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,420426.0,326735.8839788118,381249.7093318674,454945.1292943417,544891.6949641464
78,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,395802.0,305508.8148123945,360473.9876245753,428914.68544422643,498998.02720655757
79,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,373170.0,284743.9435435125,338201.1845438225,405200.7746802248,468386.5514328106
80,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,348634.0,271121.59222762234,316628.47224037856,377780.94609006384,440324.2514713683
81,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,370957.5045171388,194523.95596918825,287557.4652417027,432857.1168238394,620971.8376600703
82,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,360253.78448251163,172525.77083167929,268395.25676254183,424401.0681996031,643009.1036980178
83,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,342386.7395386176,147951.70078852808,245178.38957554288,415863.39601563796,655183.4867405212
84,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,330319.49404534226,116729.80332651695,218776.41018203672,406171.6671798799,701612.4903300218
85,KITmetricslab-select_ensemble,KITmetricslab,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,375731.215628438,277537.591626038,345883.083452365,406995.60655609705,508077.858954792
86,KITmetricslab-select_ensemble,KITmetricslab,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,364553.7366166521,271128.726975824,327312.686009127,400007.04828413296,506353.953449038
87,KITmetricslab-select_ensemble,KITmetricslab,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,386805.351848419,275091.792498815,346160.307507582,428645.661457724,556089.830480063
88,KITmetricslab-select_ensemble,KITmetricslab,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,339543.143662791,208013.65195603602,286800.22117113,393922.203141929,582469.932253261
89,Karlen-pypm,Karlen Working Group,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,416428.5,354503.3,406939.9,465365.2,522958.3
90,Karlen-pypm,Karlen Working Group,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,386475.7,327236.6,383871.9,448538.0,521636.9
91,Karlen-pypm,Karlen Working Group,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,351213.9,292408.5,353629.9,428753.6,509327.6
92,Karlen-pypm,Karlen Working Group,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,312095.8,260716.4,320559.0,400693.1,491591.5
93,LANL-GrowthRate,Los Alamos National Labs,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,306826.5,190050.4,262176.25,356633.25,466159.375
94,LANL-GrowthRate,Los Alamos National Labs,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,277461.5,142312.575,223022.25,338315.25,487092.275
95,LANL-GrowthRate,Los Alamos National Labs,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,263522.0,118488.975,203577.5,338577.25,518781.5
96,LANL-GrowthRate,Los Alamos National Labs,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,258819.5,107204.825,193516.0,345046.0,570524.55
97,LNQ-ens1,LockNQuay,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,372756.385045015,254517.2648087665,338177.1715935841,402831.8219129481,544166.7332311459
98,LNQ-ens1,LockNQuay,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,347409.38652088714,212492.43107915448,306602.00946415216,388895.31086737744,586557.9887403958
99,LNQ-ens1,LockNQuay,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,331016.3012178518,193577.69599428552,279372.1490232907,374547.9359417304,630491.8644057021
100,LNQ-ens1,LockNQuay,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,314400.7196955644,164429.91750577017,256536.4943316325,357942.6475962661,692084.3787363954
101,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,540392.6628469577,206747.87142953032,425574.2305734817,655211.0951204338,874037.4542643848
102,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,590016.6305417931,225733.4173078625,464654.4833631346,715378.7777204512,954299.8437757236
103,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,641658.4998518117,245490.98858989906,505323.8897188825,777993.109984741,1037826.0111137241
104,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,694302.6991519413,265632.03952695854,546782.6587800282,841822.7395238543,1122973.3587769242
105,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,489033.1381656476,238784.85219158226,367271.39728910365,671924.4231880328,1067696.917131817
106,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,534071.0553277553,251449.24618734448,401933.03334961174,722440.4874472256,1205118.6365674166
107,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,574162.576866475,259354.7467595391,425563.3028265499,780602.4215943163,1385198.7357328706
108,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,599859.6022415854,247409.28821405306,429671.9176234913,818703.4410775191,1578167.7096393988
109,Microsoft-DeepSTIA,Microsoft,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,383177.5989280346,361848.57860832615,373777.9505650128,390959.03741126304,404430.0421170353
110,Microsoft-DeepSTIA,Microsoft,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,428806.91955299367,368415.8547246168,405575.2212953968,453820.014099754,501980.3333333245
111,Microsoft-DeepSTIA,Microsoft,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,436322.42340258334,349241.6129881104,394317.93279355037,469630.7450836303,532210.7796535968
112,Microsoft-DeepSTIA,Microsoft,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,427704.4028849919,193652.55054343567,330246.4961301257,481307.6756077055,717879.625802672
113,OliverWyman-Navigator,Oliver Wyman,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,399753.0,0.0,0.0,0.0,0.0
114,OliverWyman-Navigator,Oliver Wyman,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,369947.0,0.0,0.0,0.0,0.0
115,OliverWyman-Navigator,Oliver Wyman,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,347186.0,0.0,0.0,0.0,0.0
116,RobertWalraven-ESG,Robert Walraven,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,405741.91,316118.89,374919.38,436564.45,495364.94
117,RobertWalraven-ESG,Robert Walraven,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,361359.68,249330.89,322831.52,399887.84,473388.47
118,RobertWalraven-ESG,Robert Walraven,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,317716.12,183281.58,271482.32,363949.92,452150.66
119,RobertWalraven-ESG,Robert Walraven,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,277267.3,120427.0,223327.87,331206.73,434107.6
120,TTU-squider,Hussain Lab at Texas Tech University,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,230928.505,0.0,0.0,0.0,0.0
121,TTU-squider,Hussain Lab at Texas Tech University,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,228879.751,0.0,0.0,0.0,0.0
122,TTU-squider,Hussain Lab at Texas Tech University,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,223445.186,0.0,0.0,0.0,0.0
123,TTU-squider,Hussain Lab at Texas Tech University,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,212720.787,0.0,0.0,0.0,0.0
124,UCF-AEM,University of Central Florida,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,379854.0,376072.0,378949.0,381802.0,382586.0
125,UCF-AEM,University of Central Florida,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,357258.0,352808.0,355203.0,359652.0,360791.0
126,UCF-AEM,University of Central Florida,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,336170.0,329020.0,333698.0,340351.0,340902.0
127,UCF-AEM,University of Central Florida,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,318321.0,310842.0,314706.0,322712.0,324363.0
128,UChicagoCHATTOPADHYAY-UnIT,"University of Chicago, Chattopadhyay Lab",2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,352683.07,352021.96,352428.54,352918.7,353349.13
129,UChicagoCHATTOPADHYAY-UnIT,"University of Chicago, Chattopadhyay Lab",2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,313157.93,311934.15,312670.47,313680.79,314468.52
130,UMich-RidgeTfReg,The University of Michigan,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,440621.0041972735,353069.9523401,419757.5882224701,486771.6226226352,562897.5742704384
131,UMich-RidgeTfReg,The University of Michigan,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,455128.5869833714,344378.9581827745,414818.7287024073,498801.10394957656,616368.8819485232
132,UMich-RidgeTfReg,The University of Michigan,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,466185.29544693604,281474.02303799236,410940.34383070096,558361.2504492328,726900.8103053124
133,UMich-RidgeTfReg,The University of Michigan,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,474504.9038939141,255041.5663312488,417707.307017941,581345.6092161052,698556.7676561512
134,USC-SI_kJalpha,University of Southern California,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,389298.0,343215.680548117,358656.4973314329,410002.54721139104,473396.638681236
135,USC-SI_kJalpha,University of Southern California,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,332376.0,282230.037300696,299732.138904669,355319.44198611897,434746.1088283609
136,USC-SI_kJalpha,University of Southern California,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,271771.0,219107.821479106,238694.80529876106,296957.513687142,391126.136157456
137,USC-SI_kJalpha,University of Southern California,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,213214.0,158151.142194093,181030.202362423,243400.673990775,367182.321986569
138,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,373176.03604235046,106009.58934511992,281235.0456389592,465117.0264457419,640342.482739581
139,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,358264.4320233989,62548.13585410408,256498.4749418227,460030.389104975,653980.7281926936
140,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,356360.64365174243,69234.18606773706,257550.7399095729,455170.5473939118,643487.1012357476
141,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,328093.75263621955,144999.03038320722,265084.67979163054,391102.8254808085,511188.4748892319
142,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-04-26,1 wk ahead inc case,2021-05-03,National,National,US,514435.47,472046.16,494433.03,529113.38,542340.44
143,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-04-26,2 wk ahead inc case,2021-05-10,National,National,US,545231.63,523309.91,539805.0,575641.38,589347.94
144,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-04-26,3 wk ahead inc case,2021-05-17,National,National,US,606073.63,550460.19,590020.5,631030.31,642814.56
145,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-04-26,4 wk ahead inc case,2021-05-24,National,National,US,705262.38,553782.38,648327.75,733109.44,755932.38
146,BPagano-RtDriven,BPagano,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,82940.3,54634.28455,72983.33283,92460.61106,110809.65934
147,BPagano-RtDriven,BPagano,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,82557.5,48100.71694,70436.92942999999,94146.53108,116482.74358
148,BPagano-RtDriven,BPagano,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,84124.1,41903.47569,69272.50878999999,98324.38464,125693.41774
149,BPagano-RtDriven,BPagano,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,87608.3,35299.38538,69208.0364,105201.63238,139110.28341
150,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,82935.211,42457.13,70921.462,96578.998,121231.828
151,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,87251.505,28962.153,67966.55099999999,105798.591,135738.204
152,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,82770.327,0.0,58835.999,112511.208,175749.89899999998
153,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,84907.56,0.0,60984.183,110197.186,193531.223
154,COVIDhub-baseline,COVID-19 Forecast Hub,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,83504.0,0.0,41676.0,125332.0,304201.625
155,COVIDhub-baseline,COVID-19 Forecast Hub,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,83504.0,0.0,17202.2152471525,150725.627333773,355280.99896474
156,COVIDhub-baseline,COVID-19 Forecast Hub,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,83504.0,0.0,0.0,178424.688446885,412513.85943684296
157,COVIDhub-baseline,COVID-19 Forecast Hub,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,83504.0,0.0,0.0,200991.017830178,464747.647109471
